# Sound Recording - Timestamp(ms),SoundName,Action(Down/Up),Volume
21622,note5,Down,1
21764,note5,Up,1
22194,note1,Down,1
22303,note1,Up,1
22887,note6,Down,1
23102,note6,Up,1
23582,note2,Down,1
23775,note2,Up,1
24374,note4,Down,1
24675,note4,Up,1
25129,note1,Down,1
25161,note4,Down,1
25472,note1,Up,1
25493,note4,Up,1
25820,note3,Down,1
25830,note1,Down,1
26199,note3,Up,1
26207,note1,Up,1
26498,note5,Down,1
26528,note1,Down,1
27040,note1,Down,1
27071,note1,Down,1
27103,note1,Down,1
27113,note5,Up,1
27122,note1,Up,1
27696,note2,Down,1
27710,note3,Down,1
28216,note3,Down,1
28246,note3,Down,1
28277,note3,Down,1
28326,note3,Down,1
28326,note2,Up,1
28330,note3,Up,1
28906,note1,Down,1
28908,note4,Down,1
29413,note4,Down,1
29413,note1,Up,1
29444,note4,Up,1
30033,note1,Down,1
30070,note7,Down,1
30585,note7,Down,1
30615,note7,Down,1
30639,note1,Up,1
30664,note7,Up,1
31200,note1,Down,1
31246,note6,Down,1
31749,note6,Down,1
31779,note6,Down,1
31812,note6,Down,1
31843,note6,Down,1
31873,note1,Up,1
31887,note6,Up,1
32447,note1,Down,1
32458,note4,Down,1
32971,note4,Down,1
33003,note4,Down,1
33034,note4,Down,1
33067,note4,Down,1
33099,note4,Down,1
33124,note1,Up,1
33127,note4,Up,1
33773,note0,Down,1
33782,note2,Down,1
34292,note2,Down,1
34323,note2,Down,1
34354,note2,Down,1
34386,note2,Down,1
34416,note2,Down,1
34449,note2,Down,1
34451,note0,Up,1
34467,note2,Up,1
35027,note1,Down,1
35084,note0,Down,1
35594,note0,Down,1
35626,note0,Down,1
35659,note0,Down,1
35689,note0,Down,1
35722,note0,Down,1
35751,note0,Down,1
35785,note0,Down,1
35816,note0,Down,1
35847,note0,Down,1
35893,note0,Down,1
35923,note0,Down,1
35955,note0,Down,1
35986,note0,Down,1
36018,note0,Down,1
36051,note0,Down,1
36082,note0,Down,1
36114,note0,Down,1
36146,note0,Down,1
36178,note0,Down,1
36211,note0,Down,1
36243,note0,Down,1
36289,note0,Down,1
36320,note0,Down,1
36351,note0,Down,1
36384,note0,Down,1
36414,note0,Down,1
36445,note0,Down,1
36476,note0,Down,1
36508,note0,Down,1
36540,note0,Down,1
36586,note0,Down,1
36619,note0,Down,1
36650,note0,Down,1
36678,note0,Down,1
36712,note0,Down,1
36743,note0,Down,1
36774,note0,Down,1
36805,note0,Down,1
36837,note0,Down,1
36870,note0,Down,1.05
36917,note0,Down,1.4
36948,note0,Down,1.45
36979,note0,Down,1.45
37010,note0,Down,1.45
37042,note0,Down,1.45
37074,note0,Down,1.45
37103,note0,Down,1.45
37136,note0,Down,1.45
37169,note0,Down,1.6
37200,note0,Down,1.85
37232,note0,Down,1.9
37279,note0,Down,1.95
37312,note0,Down,1.95
37343,note0,Down,1.95
37375,note0,Down,1.95
37407,note0,Down,1.95
37438,note0,Down,2
37469,note0,Down,2
37500,note0,Down,2
37533,note0,Down,2
37564,note0,Down,2
37596,note0,Down,2
37641,note0,Down,2
37672,note0,Down,2
37703,note0,Down,2
37734,note0,Down,2
37766,note0,Down,2
37797,note0,Down,2
37829,note0,Down,2
37860,note0,Down,2
37892,note0,Down,2
37926,note0,Down,2
37972,note0,Down,2
38004,note0,Down,2
38036,note0,Down,2
38067,note0,Down,2
38098,note0,Down,2
38130,note0,Down,2
38160,note0,Down,2
38192,note0,Down,2
38225,note0,Down,2
38255,note0,Down,2
38300,note0,Down,2
38333,note0,Down,2
38365,note0,Down,2
38395,note0,Down,2
38425,note0,Down,2
38457,note0,Down,2
38489,note0,Down,2
38519,note0,Down,2
38565,note0,Down,2
38596,note0,Down,2
38628,note0,Down,2
38659,note0,Down,2
38691,note0,Down,2
38724,note0,Down,2
38754,note0,Down,2
38786,note0,Down,2
38818,note0,Down,2
38850,note0,Down,2
38882,note0,Down,2
38929,note0,Down,2
38959,note0,Down,2
38990,note0,Down,2
39020,note0,Down,2
39054,note0,Down,2
39086,note0,Down,2
39116,note0,Down,2
39150,note0,Down,2
39181,note0,Down,2
39213,note0,Down,2
39244,note0,Down,2
39292,note0,Down,2
39324,note0,Down,2
39356,note0,Down,2
39389,note0,Down,2
39420,note0,Down,2
39451,note0,Down,2
39483,note0,Down,2
39489,note1,Up,2
39989,note0,Down,2
40038,note0,Down,2
40070,note0,Down,2
40078,note1,Down,2
40144,note0,Up,2
40650,note1,Down,2
40682,note1,Down,2
40715,note1,Down,2
40747,note1,Down,2
40779,note1,Down,2
40810,note1,Down,2
40857,note1,Down,2
40888,note1,Down,2
40921,note1,Down,2
40954,note1,Down,2
40986,note1,Down,2
41017,note1,Down,2
41048,note1,Down,2
41080,note1,Down,2
41112,note1,Down,2
41145,note1,Down,2
41177,note1,Down,2
41209,note1,Down,2
41240,note1,Down,2
41288,note1,Down,2
41320,note1,Down,2
41350,note1,Down,2
41380,note1,Down,2
41412,note1,Down,2
41445,note1,Down,2
41476,note1,Down,2
41506,note1,Down,2
41537,note1,Down,2
41585,note1,Down,2
41616,note1,Down,2
41647,note1,Down,2
41678,note1,Down,2
41710,note1,Down,2
41742,note1,Down,2
41774,note1,Down,2
41807,note1,Down,2
41839,note1,Down,2
41870,note1,Down,2
41903,note1,Down,2
41935,note1,Down,2
41967,note1,Down,2
41999,note1,Down,2
42046,note1,Down,2
42077,note1,Down,2
42108,note1,Down,2
42138,note1,Down,2
42170,note1,Down,2
42201,note1,Down,2
42233,note1,Down,2
42266,note1,Down,2
42297,note1,Down,2
42328,note1,Down,2
42376,note1,Down,2
42408,note1,Down,2
42440,note1,Down,2
42471,note1,Down,2
42504,note1,Down,2
42535,note1,Down,2
42566,note1,Down,2
42596,note1,Down,2
42629,note1,Down,2
42660,note1,Down,2
42692,note1,Down,2
42724,note1,Down,2
42770,note1,Down,2
42803,note1,Down,2
42834,note1,Down,2
42866,note1,Down,2
42896,note1,Down,2
42927,note1,Down,2
42958,note1,Down,2
42990,note1,Down,2
43020,note1,Down,2
43068,note1,Down,2
43097,note1,Down,2
43129,note1,Down,2
43160,note1,Down,2
43191,note1,Down,2
43223,note1,Down,2
43254,note1,Down,2
43285,note1,Down,2
43332,note1,Down,2
43364,note1,Down,2
43394,note1,Down,2
43425,note1,Down,2
43456,note1,Down,2
43486,note1,Down,2
43519,note1,Down,2
43551,note1,Down,2
43582,note1,Down,2
43629,note1,Down,2
43660,note1,Down,2
43693,note1,Down,2
43724,note1,Down,2
43756,note1,Down,2
43786,note1,Down,2
43817,note1,Down,2
43848,note1,Down,2
43880,note1,Down,2
43927,note1,Down,2
43958,note1,Down,2
43990,note1,Down,2
44020,note1,Down,2
44053,note1,Down,2
44084,note1,Down,2
44116,note1,Down,2
44148,note1,Down,2
44179,note1,Down,2
44209,note1,Down,2
44257,note1,Down,2
44289,note1,Down,2
44318,note1,Down,2
44350,note1,Down,2
44380,note1,Down,2
44410,note1,Down,2
44441,note1,Down,2
44488,note1,Down,2
44519,note1,Down,2
44551,note1,Down,2
44580,note1,Down,2
44613,note1,Down,2
44643,note1,Down,2
44674,note1,Down,2
44705,note1,Down,2
44751,note1,Down,2
44784,note1,Down,2
44815,note1,Down,2
44846,note1,Down,2
44877,note1,Down,2
44909,note1,Down,2
44940,note1,Down,2
44971,note1,Down,2
45002,note1,Down,2
45069,note1,Up,2
