# Sound Recording - Timestamp(ms),SoundName,Action(Down/Up),Volume
34170,note6,Down,2
34201,note6,Down,2
34232,note6,Down,2
34264,note6,Down,2
34308,note6,Down,2
34340,note6,Down,2
34372,note6,Down,2
34403,note6,Down,2
34435,note6,Down,2
34467,note6,Down,2
34499,note6,Down,2
34530,note6,Down,2
34562,note6,Down,2
34593,note6,Down,2
34637,note6,Down,2
34671,note6,Down,2
34703,note6,Down,2
34734,note6,Down,2
34765,note6,Down,2
34797,note6,Down,2
34827,note6,Down,2
34858,note6,Down,2
34890,note6,Down,2
34922,note6,Down,2
34968,note6,Down,2
34998,note6,Down,2
35032,note6,Down,2
35063,note6,Down,2
35096,note6,Down,2
35124,note6,Down,2
35155,note6,Down,2
35187,note6,Down,2
35218,note6,Down,2
35267,note6,Down,2
35299,note6,Down,2
35331,note6,Down,2
35363,note6,Down,2
35395,note6,Down,2
35425,note6,Down,2
35456,note6,Down,2
35488,note6,Down,2
35520,note6,Down,2
35551,note6,Down,2
35583,note6,Down,2
35592,note7,Down,2
35679,note6,Up,2
36183,note7,Down,2
36213,note7,Down,2
36246,note7,Down,2
36292,note7,Down,2
36326,note7,Down,2
36355,note7,Down,2
36387,note7,Down,2
36421,note7,Down,2
36452,note7,Down,2
36482,note7,Down,2
36514,note7,Down,2
36545,note7,Down,2
36576,note7,Down,2
36624,note7,Down,2
36655,note7,Down,2
36685,note7,Down,2
36718,note7,Down,2
36747,note7,Down,2
36779,note7,Down,2
36810,note7,Down,2
36843,note7,Down,2
36875,note7,Down,2
36921,note7,Down,2
36952,note7,Down,2
36982,note7,Down,2
37011,note7,Down,2
37045,note7,Down,2
37076,note7,Down,2
37107,note7,Down,2
37138,note7,Down,2
37170,note7,Down,2
37218,note7,Down,2
37250,note7,Down,2
37280,note7,Down,2
37313,note7,Down,2
37345,note7,Down,2
37377,note7,Down,2
37409,note7,Down,2
37439,note7,Down,2
37470,note7,Down,2
37501,note7,Down,2
37532,note7,Down,2
37579,note7,Down,2
37612,note7,Down,2
37642,note7,Down,2
37674,note7,Down,2
37706,note7,Down,2
37737,note7,Down,2
37769,note7,Down,2
37800,note7,Down,2
37829,note7,Down,2
37877,note7,Down,2
37909,note7,Down,2
37941,note7,Down,2
37971,note7,Down,2
38003,note7,Down,2
38034,note7,Down,2
38066,note7,Down,2
38098,note7,Down,2
38129,note7,Down,2
38160,note7,Down,2
38207,note7,Down,2
38238,note7,Down,2
38271,note7,Down,2
38301,note7,Down,2
38309,note7,Up,2
38340,note0,Up,2
38392,note1,Down,2
38399,note8,Down,2
38902,note8,Down,2
38947,note8,Down,2
38978,note8,Down,2
39009,note8,Down,2
39040,note8,Down,2
39072,note8,Down,2
39104,note8,Down,2
39135,note8,Down,2
39167,note8,Down,2
39197,note8,Down,2
39229,note8,Down,2
39275,note8,Down,2
39306,note8,Down,2
39339,note8,Down,2
39370,note8,Down,2
39401,note8,Down,2
39432,note8,Down,2
39463,note8,Down,2
39495,note8,Down,2
39526,note8,Down,2
39573,note8,Down,2
39605,note8,Down,2
39636,note8,Down,2
39667,note8,Down,2
39698,note8,Down,2
39730,note8,Down,2
39761,note8,Down,2
39791,note8,Down,2
39837,note8,Down,2
39868,note8,Down,2
39900,note8,Down,2
39932,note8,Down,2
39963,note8,Down,2
39994,note8,Down,2
40025,note8,Down,2
40057,note8,Down,2
40090,note8,Down,2
40122,note8,Down,2
40154,note8,Down,2
40201,note8,Down,2
40232,note8,Down,2
40264,note8,Down,2
40295,note8,Down,2
40327,note8,Down,2
40357,note8,Down,2
40388,note8,Down,2
40421,note8,Down,2
40451,note8,Down,2
40483,note8,Down,2
40530,note8,Down,2
40562,note8,Down,2
40592,note8,Down,2
40624,note8,Down,2
40655,note8,Down,2
40686,note8,Down,2
40717,note8,Down,2
40748,note8,Down,2
40795,note8,Down,2
40826,note8,Down,2
40857,note8,Down,2
40889,note8,Down,2
40920,note8,Down,2
40951,note8,Down,2
40983,note8,Down,2
41014,note8,Down,2
41046,note8,Down,2
41077,note8,Down,2
41125,note8,Down,2
41155,note8,Down,2
41186,note8,Down,2
41218,note8,Down,2
41249,note8,Down,2
41280,note8,Down,2
41312,note8,Down,2
41344,note8,Down,2
41376,note8,Down,2
41407,note8,Down,2
41454,note8,Down,2
41486,note8,Down,2
41518,note8,Down,2
41550,note8,Down,2
41582,note8,Down,2
41613,note8,Down,2
41644,note8,Down,2
41676,note8,Down,2
41693,note4,Down,2
41754,note1,Up,2
42262,note4,Down,2
42294,note4,Down,2
42325,note4,Down,2
42356,note4,Down,2
42388,note4,Down,2
42421,note4,Down,2
42452,note4,Down,2
42498,note4,Down,2
42530,note4,Down,2
42562,note4,Down,2
42595,note4,Down,2
42627,note4,Down,2
42658,note4,Down,2
42690,note4,Down,2
42722,note4,Down,2
42753,note4,Down,2
42785,note4,Down,2
42818,note4,Down,2
42851,note4,Down,2
42882,note4,Down,2
42914,note4,Down,2
42962,note4,Down,2
42995,note4,Down,2
43025,note4,Down,2
43057,note4,Down,2
43089,note4,Down,2
43121,note4,Down,2
43152,note4,Down,2
43184,note4,Down,2
43216,note4,Down,2
43249,note4,Down,2
43279,note4,Down,2
43324,note4,Down,2
43357,note4,Down,2
43388,note4,Down,2
43420,note4,Down,2
43450,note4,Down,2
43483,note4,Down,2
43515,note4,Down,2
43546,note4,Down,2
43578,note4,Down,2
43610,note4,Down,2
43642,note4,Down,2
43674,note4,Down,2
43720,note4,Down,2
43752,note4,Down,2
43785,note4,Down,2
43817,note4,Down,2
43849,note4,Down,2
43881,note4,Down,2
43911,note4,Down,2
43942,note4,Down,2
43975,note4,Down,2
44007,note4,Down,2
44040,note4,Down,2
44072,note4,Down,2
44105,note4,Down,2
44138,note4,Down,2
44170,note4,Down,2
44201,note4,Down,2
44234,note4,Down,2
44281,note4,Down,2
44310,note4,Down,2
44342,note4,Down,2
44374,note4,Down,2
44406,note4,Down,2
44438,note4,Down,2
44468,note4,Down,2
44499,note4,Down,2
44511,note3,Down,2
44564,note4,Up,2
45067,note3,Down,2
45099,note3,Down,2
45132,note3,Down,2
45164,note3,Down,2
45209,note3,Down,2
45241,note3,Down,2
45274,note3,Down,2
45305,note3,Down,2
45338,note3,Down,2
45368,note3,Down,2
45400,note3,Down,2
45432,note3,Down,2
45465,note3,Down,2
45496,note3,Down,2
45528,note3,Down,2
45575,note3,Down,2
45606,note3,Down,2
45637,note3,Down,2
45668,note3,Down,2
45701,note3,Down,2
45730,note3,Down,2
45762,note3,Down,2
45794,note3,Down,2
45826,note3,Down,2
45858,note3,Down,2
45905,note3,Down,2
45937,note3,Down,2
45968,note3,Down,2
45999,note3,Down,2
46029,note3,Down,2
46060,note3,Down,2
46092,note3,Down,2
46123,note3,Down,2
46153,note3,Down,2
46199,note3,Down,2
46231,note3,Down,2
46262,note3,Down,2
46293,note3,Down,2
46325,note3,Down,2
46357,note3,Down,2
46388,note3,Down,2
46418,note3,Down,2
46450,note3,Down,2
46498,note3,Down,2
46528,note3,Down,2
46561,note3,Down,2
46592,note3,Down,2
46625,note3,Down,2
46656,note3,Down,2
46687,note3,Down,2
46718,note3,Down,2
46749,note3,Down,2
46781,note3,Down,2
46828,note3,Down,2
46860,note3,Down,2
46891,note3,Down,2
46923,note3,Down,2
46954,note3,Down,2
46985,note3,Down,2
47017,note3,Down,2
47048,note3,Down,2
47079,note3,Down,2
47110,note3,Down,2
47156,note3,Down,2
47187,note3,Down,2
47219,note3,Down,2
47250,note3,Down,2
47283,note3,Down,2
47316,note3,Down,2
47316,note6,Down,2
47805,note3,Up,2
48318,note6,Down,2
48352,note6,Down,2
48382,note6,Down,2
48414,note6,Down,2
48446,note6,Down,2
48477,note6,Down,2
48509,note6,Down,2
48539,note6,Down,2
48570,note6,Down,2
48617,note6,Down,2
48649,note6,Down,2
48681,note6,Down,2
48711,note6,Down,2
48742,note6,Down,2
48772,note6,Down,2
48804,note6,Down,2
48835,note6,Down,2
48867,note6,Down,2
48914,note6,Down,2
48945,note6,Down,2
48975,note6,Down,2
49008,note6,Down,2
49039,note6,Down,2
49071,note6,Down,2
49102,note6,Down,2
49133,note6,Down,2
49163,note6,Down,2
49212,note6,Down,2
49244,note6,Down,2
49276,note6,Down,2
49309,note6,Down,2
49340,note6,Down,2
49372,note6,Down,2
49403,note6,Down,2
49434,note6,Down,2
49465,note6,Down,2
49497,note6,Down,2
49528,note6,Down,2
49575,note6,Down,2
49606,note6,Down,2
49637,note6,Down,2
49668,note6,Down,2
49700,note6,Down,2
49731,note6,Down,2
49764,note6,Down,2
49794,note6,Down,2
49826,note6,Down,2
49872,note6,Down,2
49902,note6,Down,2
49934,note6,Down,2
49964,note6,Down,2
49997,note6,Down,2
50027,note6,Down,2
50058,note6,Down,2
50090,note6,Down,2
50122,note6,Down,2
50169,note6,Down,2
50202,note6,Down,2
50205,note8,Up,2
50244,note0,Down,2
50751,note0,Down,2
50782,note0,Down,2
50814,note0,Down,2
50846,note0,Down,2
50878,note0,Down,2
50910,note0,Down,2
50957,note0,Down,2
50988,note0,Down,2
51021,note0,Down,2
51053,note0,Down,2
51084,note0,Down,2
51116,note0,Down,2
51146,note0,Down,2
51178,note0,Down,2
51208,note0,Down,2
51240,note0,Down,2
51287,note0,Down,2
51318,note0,Down,2
51348,note0,Down,2
51379,note0,Down,2
51411,note0,Down,2
51442,note0,Down,2
51474,note0,Down,2
51504,note0,Down,2
51552,note0,Down,2
51583,note0,Down,2
51615,note0,Down,2
51647,note0,Down,2
51678,note0,Down,2
51709,note0,Down,2
51738,note0,Down,2
51771,note0,Down,2
51802,note0,Down,2
51849,note0,Down,2
51881,note0,Down,2
51913,note0,Down,2
51945,note0,Down,2
51976,note0,Down,2
52008,note0,Down,2
52039,note0,Down,2
52071,note0,Down,2
52103,note0,Down,2
52135,note0,Down,2
52166,note0,Down,2
52198,note0,Down,2
52244,note0,Down,2
52276,note0,Down,2
52306,note0,Down,2
52337,note0,Down,2
52369,note0,Down,2
52398,note0,Down,2
52431,note0,Down,2
52462,note0,Down,2
52494,note0,Down,2
52541,note0,Down,2
52571,note0,Down,2
52603,note0,Down,2
52639,note0,Down,2
52665,note0,Down,2
52697,note0,Down,2
52729,note0,Down,2
52758,note0,Down,2
52807,note0,Down,2
52838,note0,Down,2
52869,note0,Down,2
52876,note8,Down,2
53386,note8,Down,2
53417,note8,Down,2
53449,note8,Down,2
53481,note8,Down,2
53511,note8,Down,2
53542,note8,Down,2
53575,note8,Down,2
53621,note8,Down,2
53657,note8,Down,2
53684,note8,Down,2
53717,note8,Down,2
53749,note8,Down,2
53780,note8,Down,2
53812,note8,Down,2
53843,note8,Down,2
53875,note8,Down,2
53907,note8,Down,2
53938,note8,Down,2
53984,note8,Down,2
54015,note8,Down,2
54044,note8,Up,2
54239,note1,Down,2
54750,note1,Down,2
54782,note1,Down,2
54814,note1,Down,2
54846,note1,Down,2
54878,note1,Down,2
54907,note1,Down,2
54938,note1,Down,2
54985,note1,Down,2
55016,note1,Down,2
55048,note1,Down,2
55078,note1,Down,2
55108,note1,Down,2
55141,note1,Down,2
55173,note1,Down,2
55204,note1,Down,2
55236,note1,Down,2
55283,note1,Down,2
55314,note1,Down,2
55345,note1,Down,2
55377,note1,Down,2
55409,note1,Down,2
55441,note1,Down,2
55474,note1,Down,2
55504,note1,Down,2
55535,note1,Down,2
55567,note1,Down,2
55598,note1,Down,2
55645,note1,Down,2
55677,note1,Down,2
55708,note1,Down,2
55738,note1,Down,2
55771,note1,Down,2
55804,note1,Down,2
55834,note1,Down,2
55867,note1,Down,2
55899,note1,Down,2
55929,note1,Down,2
55960,note1,Down,2
56006,note1,Down,2
56039,note1,Down,2
56071,note1,Down,2
56101,note1,Down,2
56132,note1,Down,2
56163,note1,Down,2
56195,note1,Down,2
56227,note1,Down,2
56272,note1,Down,2
56303,note1,Down,2
56334,note1,Down,2
56366,note1,Down,2
56396,note1,Down,2
56429,note1,Down,2
56460,note1,Down,2
56489,note1,Down,2
56523,note1,Down,2
56568,note1,Down,2
56602,note1,Down,2
56632,note1,Down,2
56663,note1,Down,2
56694,note1,Down,2
56726,note1,Down,2
56757,note1,Down,2
56788,note1,Down,2
56819,note1,Down,2
56867,note1,Down,2
56898,note1,Down,2
56929,note1,Down,2
56961,note1,Down,2
56991,note1,Down,2
57024,note1,Down,2
57054,note1,Down,2
57086,note1,Down,2
57117,note1,Down,2
57149,note1,Down,2
57182,note1,Down,2
57226,note1,Down,2
57258,note1,Down,2
57290,note1,Down,2
57320,note1,Down,2
57352,note1,Down,2
57385,note1,Down,2
57417,note1,Down,2
57448,note1,Down,2
57478,note1,Down,2
57512,note1,Down,2
57558,note1,Down,2
57591,note1,Down,2
57623,note1,Down,2
57655,note1,Down,2
57686,note1,Down,2
57718,note1,Down,2
57750,note1,Down,2
57781,note1,Down,2
57812,note1,Down,2
57844,note1,Down,2
57875,note1,Down,2
57922,note1,Down,2
57955,note1,Down,2
57984,note1,Down,2
58014,note1,Down,2
58044,note1,Down,2
58076,note1,Down,2
58085,note6,Up,2
58094,note1,Up,2
58104,note0,Up,2
