# Sound Recording - Timestamp(ms),SoundName,Action(D/U),Volume
13842,n4,D,1
13943,n4,D,1
14045,n4,D,1
14146,n4,D,1
14247,n4,D,1
14349,n4,D,1
14349,n6,D,1
14450,n2,U,1
14956,n6,D,1
15058,n6,D,1
15161,n6,D,1
15263,n6,D,1
15364,n6,D,1
15465,n6,D,1
15567,n6,D,1
15668,n6,D,1
15770,n6,D,1
15871,n6,D,1
15973,n6,D,1
16075,n6,D,1
16176,n6,D,1
16278,n6,D,1
16380,n6,D,1
16481,n6,D,1
16583,n6,D,1
16684,n6,D,1
16786,n6,D,1
16786,n8,D,1
16887,n4,U,1
17397,n8,D,1
17499,n8,D,1
17601,n8,D,1
17704,n8,D,1
17806,n8,D,1
17908,n8,D,1
18012,n8,D,1
18114,n8,D,1
18217,n8,D,1
18319,n8,D,1
18421,n8,D,1
18522,n8,D,1
18624,n8,D,1
18726,n8,D,1
18828,n8,D,1
18829,n8,D,1
18933,n8,D,1
19037,n8,D,1
19138,n8,D,1
19240,n8,D,1
19342,n8,D,1
19443,n8,D,1
19548,n8,D,1
19649,n8,D,1
19751,n8,D,1
19853,n8,D,1
19955,n8,D,1
20056,n8,D,1
20158,n8,D,1
20260,n8,D,1
20361,n8,D,1
20361,n6,U,1
20361,n8,U,1
20361,kick,U,1
21886,n10,D,1
21886,n12,D,1
21886,kick,D,1
22401,kick,D,1
22401,kick,D,1
22503,kick,D,1
22607,kick,D,1
22708,kick,D,1
22810,kick,D,1
22916,kick,D,1
23018,kick,D,1
23120,kick,D,1
23222,kick,D,1
23324,kick,D,1
23425,kick,D,1
23527,kick,D,1
23629,kick,D,1
23732,kick,D,1
23834,kick,D,1
23936,kick,D,1
24037,kick,D,1
24142,kick,D,1
24243,kick,D,1
24345,kick,D,1
24446,kick,D,1
24548,kick,D,1
24649,kick,D,1
24650,n14,D,1
24753,n10,U,1
25264,n14,D,1
25365,n14,D,1
25469,n14,D,1
25571,n14,D,1
25673,n14,D,1
25776,n14,D,1
25878,n14,D,1
25979,n14,D,1
26081,n14,D,1
26182,n14,D,1
26284,n14,D,1
26385,n14,D,1
26487,n14,D,1
26589,n14,D,1
26691,n14,D,1
26792,n14,D,1
26899,n14,D,1
27001,n14,D,1
27103,n14,D,1
27205,n14,D,1
27205,n16,D,1
27306,n12,U,1
27816,n16,D,1
27918,n16,D,1
28020,n16,D,1
28122,n16,D,1
28223,n16,D,1
28325,n16,D,1
28427,n16,D,1
28529,n16,D,1
28631,n16,D,1
28732,n16,D,1
28834,n16,D,1
28936,n16,D,1
29038,n16,D,1
29139,n16,D,1
29241,n16,D,1
29345,n16,D,1
29448,n16,D,1
29549,n16,D,1
29651,n16,D,1
29651,n18,D,1
29753,n14,U,1
29753,n16,U,1
30263,n18,D,1
30365,n18,D,1
30466,n18,D,1
30568,n18,D,1
30669,n18,D,1
30770,n18,D,1
30872,n18,D,1
30976,n18,D,1
31077,n18,D,1
31180,n18,D,1
31282,n18,D,1
31282,n18,D,1
31383,n18,D,1
31485,n18,D,1
31586,n18,D,1
31688,n18,D,1
31789,n18,D,1
31891,n18,D,1
31992,n18,D,1
32094,n18,D,1
32094,n18,U,1
32095,kick,U,1
32702,n27,D,1
33105,n27,U,1
33709,kick,D,1
34112,n27,D,1
34617,n27,D,1
34720,n27,D,1
34821,n27,D,1
34822,n27,D,1
34923,n27,D,1
35024,n27,D,1
35126,n27,D,1
35227,n27,D,1
35328,n27,D,1
35429,n27,D,1
35429,n27,U,1
35533,n26,D,1
36040,n26,D,1
36141,n26,D,1
36245,n26,D,1
36245,n24,D,1
36754,n24,D,1
36855,n24,D,1
36956,n24,D,1
37058,n24,D,1
37159,n24,D,1
37261,n24,D,1
37362,n24,D,1
37464,n24,D,1
37565,n24,D,1
37668,n24,D,1
37770,n24,D,1
37871,n24,D,1
37973,n24,D,1
38075,n24,D,1
38176,n24,D,1
38177,clap,D,1
38278,clap,U,1
38583,clap,D,1
38786,clap,U,1
39091,clap,D,1
39193,clap,U,1
39295,clap,D,1
39295,clap,U,1
39396,clap,D,1
39499,clap,U,1
39705,clap,D,1
39806,clap,U,1
40212,clap,D,1
40517,clap,U,1
40824,clap,D,1
41333,clap,D,1
41435,clap,D,1
41538,clap,D,1
41640,clap,D,1
41742,clap,D,1
41844,clap,D,1
41946,clap,D,1
42048,clap,D,1
42149,clap,D,1
42250,clap,D,1
42352,clap,D,1
42352,clap,U,1
42659,clap,D,1
42862,clap,U,1
43167,clap,D,1
43269,clap,U,1
43576,clap,D,1
43982,clap,U,1
44490,ride,D,1
44592,ride,U,1
44998,ride,D,1
45100,ride,U,1
45404,clap,D,1
45915,clap,D,1
46016,clap,D,1
46117,clap,D,1
46219,clap,D,1
46320,clap,D,1
46422,clap,D,1
46524,clap,D,1
46625,clap,D,1
46727,clap,D,1
46727,clap,U,1
46931,hihat,D,1
47033,hihat,U,1
47338,hihat,D,1
47542,hihat,U,1
47847,clap,D,1
48252,hihat,D,1
48762,hihat,D,1
48864,hihat,D,1
48966,hihat,D,1
49068,hihat,D,1
49170,hihat,D,1
49272,hihat,D,1
49373,hihat,D,1
49475,hihat,D,1
49576,hihat,D,1
49678,hihat,D,1
49782,hihat,D,1
49884,hihat,D,1
49985,hihat,D,1
50087,hihat,D,1
50189,hihat,D,1
50294,hihat,D,1
50294,hihat,D,1
50395,hihat,D,1
50497,hihat,D,1
50599,hihat,D,1
50700,hihat,D,1
50802,hihat,D,1
50904,hihat,D,1
51006,hihat,D,1
51111,hihat,D,1
51214,hihat,D,1
51315,hihat,D,1
51417,hihat,D,1
51519,hihat,D,1
51621,hihat,D,1
51724,hihat,D,1
51827,hihat,D,1
51929,hihat,D,1
52031,hihat,D,1
52134,hihat,D,1
52236,hihat,D,1
52338,hihat,D,1
52439,hihat,D,1
52541,hihat,D,1
52642,hihat,D,1
52744,hihat,D,1
52845,hihat,D,1
52947,hihat,D,1
52947,clap,U,1
53353,hihat,U,1
54060,ride,D,1
54567,ride,D,1
54668,ride,D,1
54770,ride,D,1
54871,ride,D,1
54871,ride,U,1
55277,hihat,D,1
55277,clap,D,1
55784,clap,D,1
55885,clap,D,1
55987,clap,D,1
56088,clap,D,1
56189,clap,D,1
56291,clap,D,1
56392,clap,D,1
56494,clap,D,1
56596,clap,D,1
56697,clap,D,1
56800,clap,D,1
56901,clap,D,1
57003,clap,D,1
57104,clap,D,1
57105,n24,U,1
57207,n26,U,1
57207,clap,U,1
57207,hihat,U,1
57208,kick,U,1
58018,tom1,D,1
58018,n26,D,1
58018,n24,D,1
58527,n24,D,1
58628,n24,D,1
58730,n24,D,1
58835,n24,D,1
58835,n24,D,1
58937,n24,D,1
59038,n24,D,1
59139,n24,D,1
59241,n24,D,1
59342,n24,D,1
59444,n24,D,1
59546,n24,D,1
59647,n24,D,1
59749,n24,D,1
59850,n24,D,1
59952,n24,D,1
60053,n24,D,1
60156,n24,D,1
60258,n24,D,1
60360,n24,D,1
60360,tom1,U,1
60360,tom2,D,1
60867,tom2,D,1
60969,tom2,D,1
61073,tom2,D,1
61175,tom2,D,1
61277,tom2,D,1
61379,tom2,D,1
61481,tom2,D,1
61582,tom2,D,1
61684,tom2,D,1
61785,tom2,D,1
61889,tom2,D,1
61990,tom2,D,1
61991,kick,D,1
62092,tom2,U,1
62600,kick,D,1
62701,kick,D,1
62811,kick,D,1
62912,kick,D,1
63014,kick,D,1
63116,kick,D,1
63219,kick,D,1
63322,kick,D,1
63424,kick,D,1
63525,kick,D,1
63627,kick,D,1
63728,kick,D,1
63831,kick,D,1
63932,kick,D,1
64034,kick,D,1
64138,kick,D,1
64239,kick,D,1
64341,kick,D,1
64442,kick,D,1
64543,kick,D,1
64645,kick,D,1
64748,kick,D,1
64748,kick,D,1
64850,kick,D,1
64955,kick,D,1
65056,kick,D,1
65158,kick,D,1
65260,kick,D,1
65362,kick,D,1
65362,tom2,D,1
65362,kick,U,1
65869,tom2,D,1
65971,tom2,D,1
66074,tom2,D,1
66176,tom2,D,1
66277,tom2,D,1
66277,kick,D,1
66278,tom2,U,1
66785,kick,D,1
66887,kick,D,1
66989,kick,D,1
67091,kick,D,1
67192,kick,D,1
67294,kick,D,1
67398,kick,D,1
67499,kick,D,1
67601,kick,D,1
67703,kick,D,1
67805,kick,D,1
67906,kick,D,1
68007,kick,D,1
68109,kick,D,1
68211,kick,D,1
68312,kick,D,1
68415,kick,D,1
68517,kick,D,1
68618,kick,D,1
68720,kick,D,1
68823,kick,D,1
68925,kick,D,1
69027,kick,D,1
69130,kick,D,1
69232,kick,D,1
69333,kick,D,1
69435,kick,D,1
69537,kick,D,1
69638,kick,D,1
69740,kick,D,1
69842,kick,D,1
69946,kick,D,1
70048,kick,D,1
70151,kick,D,1
70253,kick,D,1
70354,kick,D,1
70456,kick,D,1
70557,kick,D,1
70659,kick,D,1
70762,kick,D,1
70866,kick,D,1
70969,kick,D,1
71071,kick,D,1
71172,kick,D,1
71274,kick,D,1
71376,kick,D,1
71477,kick,D,1
71579,kick,D,1
71681,kick,D,1
71784,kick,D,1
71886,kick,D,1
71987,kick,D,1
72089,kick,D,1
72190,kick,D,1
72295,kick,D,1
72398,kick,D,1
72398,kick,D,1
72500,kick,D,1
72602,kick,D,1
72703,kick,D,1
72806,kick,D,1
72908,kick,D,1
72908,n22,D,1
73416,n22,D,1
73518,n22,D,1
73619,n22,D,1
73720,n22,D,1
73822,n22,D,1
73923,n22,D,1
74024,n22,D,1
74126,n22,D,1
74227,n22,D,1
74329,n22,D,1
74430,n22,D,1
74531,n22,D,1
74632,n22,D,1
74733,n22,D,1
74834,n22,D,1
74936,n22,D,1
75038,n22,D,1
75139,n22,D,1
75242,n22,D,1
75343,n22,D,1
75445,n22,D,1
75546,n22,D,1
75648,n22,D,1
75749,n22,D,1
75851,n22,D,1
75952,n22,D,1
76054,n22,D,1
76156,n22,D,1
76257,n22,D,1
76359,n22,D,1
76461,n22,D,1
76563,n22,D,1
76664,n22,D,1
76766,n22,D,1
76868,n22,D,1
76970,n22,D,1
77071,n22,D,1
77173,n22,D,1
77274,n22,D,1
77376,n22,D,1
77478,n22,D,1
77580,n22,D,1
77682,n22,D,1
77783,n22,D,1
77886,n22,D,1
77990,n22,D,1
77990,kick,U,1
77990,n22,U,1
77991,n26,U,1
77991,n24,U,1
