# Sound Recording - Timestamp(ms),SoundName,Action(D/U),Volume
9639,n3,D,1
9670,n3,D,1
9700,n3,D,1
9732,n3,D,1
9779,n3,D,1
9810,n3,D,1
9841,n3,D,1
9872,n3,D,1
9905,n3,D,1
9935,n3,D,1
9966,n3,D,1
9998,n3,D,1
10029,n3,D,1
10076,n3,D,1
10105,n3,D,1
10137,n3,D,1
10150,n3,U,1
10167,n6,D,1
10672,n6,D,1
10702,n6,D,1
10735,n6,D,1
10766,n6,D,1
10814,n6,D,1
10847,n6,D,1
10878,n6,D,1
10909,n6,D,1
10939,n6,D,1
10970,n6,D,1
11002,n6,D,1
11033,n6,D,1
11064,n6,D,1
11111,n6,D,1
11143,n6,D,1
11174,n6,D,1
11207,n6,D,1
11237,n6,D,1
11270,n6,D,1
11301,n6,D,1
11332,n6,D,1
11364,n6,D,1
11395,n6,D,1
11440,n6,D,1
11472,n6,D,1
11503,n6,D,1
11535,n6,D,1
11565,n6,D,1
11597,n6,D,1
11629,n6,D,1
11660,n6,D,1
11692,n6,D,1
11738,n6,D,1
11746,n6,U,1
11914,n2,D,1
12427,n2,D,1
12460,n2,D,1
12491,n2,D,1
12521,n2,D,1
12552,n2,D,1
12585,n2,D,1
12617,n2,D,1
12649,n2,D,1
12680,n2,D,1
12711,n2,D,1
12758,n2,D,1
12789,n2,D,1
12822,n2,D,1
12853,n2,D,1
12884,n2,D,1
12916,n2,D,1
12947,n2,D,1
12978,n2,D,1
13010,n2,D,1
13041,n2,D,1
13090,n2,D,1
13124,n2,D,1
13154,n2,D,1
13185,n2,U,1
13358,n4,D,1
13866,n4,D,1
13898,n4,D,1
13928,n4,D,1
13960,n4,D,1
13992,n4,D,1
14039,n4,D,1
14070,n4,D,1
14103,n4,D,1
14135,n4,D,1
14166,n4,D,1
14196,n4,D,1
14229,n4,D,1
14260,n4,D,1
14291,n4,D,1
14323,n4,D,1
14356,n4,D,1
14387,n4,D,1
14419,n4,D,1
14452,n4,D,1
14500,n4,D,1
14531,n4,D,1
14561,n4,D,1
14594,n4,D,1
14626,n4,D,1
14657,n4,D,1
14690,n4,D,1
14723,n4,D,1
14755,n4,D,1
14786,n4,D,1
14817,n4,D,1
14863,n4,D,1
14895,n4,D,1
14927,n4,D,1
14958,n4,D,1
14990,n4,D,1
15022,n4,D,1
15054,n4,D,1
15086,n4,D,1
15117,n4,D,1
15148,n4,D,1
15178,n4,D,1
15226,n4,D,1
15257,n4,D,1
15289,n4,D,1
15289,n4,U,1
15340,n1,D,1
15855,n1,D,1
15886,n1,D,1
15917,n1,D,1
15949,n1,D,1
15980,n1,D,1
16013,n1,D,1
16045,n1,D,1
16076,n1,D,1
16106,n1,D,1
16139,n1,D,1
16186,n1,D,1
16217,n1,D,1
16247,n1,D,1
16278,n1,D,1
16311,n1,D,1
16343,n1,D,1
16374,n1,D,1
16406,n1,D,1
16438,n1,D,1
16469,n1,D,1
16501,n1,D,1
16547,n1,D,1
16579,n1,D,1
16609,n1,D,1
16642,n1,D,1
16674,n1,D,1
16706,n1,D,1
16736,n1,D,1
16767,n1,D,1
16800,n1,D,1
16831,n1,D,1
16879,n1,D,1
16910,n1,D,1
16943,n1,D,1
16975,n1,D,1
17005,n1,D,1
17037,n1,D,1
17068,n1,D,1
17099,n1,D,1
17131,n1,D,1
17163,n1,D,1
17196,n1,D,1
17227,n1,D,1
17273,n1,D,1
17306,n1,D,1
17336,n1,D,1
17368,n1,D,1
17399,n1,D,1
17430,n1,D,1
17463,n1,D,1
17494,n1,D,1
17525,n1,D,1
17557,n1,D,1
17604,n1,D,1
17635,n1,D,1.1
17667,n1,D,1.2
17699,n1,D,1.25
17730,n1,D,1.3
17761,n1,D,1.3
17793,n1,D,1.3
17824,n1,D,1.3
17856,n1,D,1.3
17887,n1,D,1.3
17933,n1,D,1.3
17966,n1,D,1.4
17997,n1,D,1.55
18030,n1,D,1.65
18062,n1,D,1.65
18093,n1,D,1.65
18124,n1,D,1.65
18156,n1,D,1.65
18188,n1,D,1.65
18219,n1,D,1.65
18249,n1,D,1.75
18296,n1,D,1.95
18327,n1,D,2
18358,n1,D,2
18391,n1,D,2
18423,n1,D,2
18454,n1,D,2
18486,n1,D,2
18517,n1,D,2
18548,n1,D,2
18580,n1,D,2
18626,n1,D,2
18656,n1,D,2
18688,n1,D,2
18721,n1,D,2
18751,n1,D,2
18783,n1,D,2
18814,n1,D,2
18844,n1,D,2
18876,n1,D,2
18910,n1,D,2
18955,n1,D,2
18989,n1,D,2
19020,n1,D,2
19051,n1,D,2
19083,n1,D,2
19113,n1,D,2
19144,n1,D,2
19176,n1,D,2
19208,n1,D,2
19255,n1,D,2
19285,n1,D,2
19316,n1,D,2
19348,n1,D,2
19380,n1,D,2
19410,n1,D,2
19442,n1,D,2
19473,n1,D,2
19504,n1,D,2
19552,n1,D,2
19583,n1,D,2
19614,n1,D,2
19644,n1,D,2
19676,n1,D,2
19707,n1,D,2
19739,n1,D,2
19771,n1,D,2
19802,n1,D,2
19834,n1,D,2
19881,n1,D,2
19912,n1,D,2
19945,n1,D,2
19977,n1,D,2
20008,n1,D,2
20039,n1,D,2
20072,n1,D,2
20103,n1,D,2
20134,n1,D,2
20165,n1,D,2
20196,n1,D,2
20243,n1,D,2
20275,n1,D,2
20306,n1,D,2
20337,n1,D,2
20370,n1,D,2
20402,n1,D,2
20434,n1,D,2
20464,n1,D,2
20496,n1,D,2
20527,n1,D,2
20574,n1,D,2
20605,n1,D,2
20636,n1,D,2
20668,n1,D,2
20700,n1,D,2
20730,n1,D,2
20761,n1,D,2
20792,n1,D,2
20839,n1,D,2
20872,n1,D,2
20903,n1,D,2
20935,n1,D,2
20965,n1,D,2
20997,n1,D,2
21029,n1,D,2
21061,n1,D,2
21093,n1,D,2
21124,n1,D,1.95
21156,n1,D,1.85
21187,n1,D,1.7
21219,n1,U,1.55
21256,n0,U,1.55
21800,c1,D,1.15
21801,c2,D,1.15
21802,c3,D,1.15
21909,c1,U,1.15
21909,c2,U,1.15
21909,c3,U,1.15
22752,n4,D,1.15
22857,n4,U,1.15
23188,n5,D,1.15
23302,n5,U,1.15
23621,n6,D,1.15
23764,n6,U,1.15
24053,c1,D,1.15
24054,c2,D,1.15
24055,c3,D,1.15
24145,c1,U,1.15
24145,c2,U,1.15
24145,c3,U,1.15
25113,n8,D,1.15
25215,n8,U,1.15
25507,n7,D,1.15
25602,n7,U,1.15
25948,n6,D,1.15
26044,n6,U,1.15
26379,c1,D,1.15
26380,c2,D,1.15
26382,c3,D,1.15
26495,c1,U,1.15
26495,c2,U,1.15
26495,c3,U,1.15
27519,n8,D,1.15
27563,n8,U,1.15
27912,n7,D,1.15
28006,n7,U,1.15
28346,n6,D,1.15
28441,n6,U,1.15
28726,c1,D,1.15
28727,c2,D,1.15
28729,c3,D,1.15
28843,c1,U,1.15
28843,c2,U,1.15
28843,c3,U,1.15
29766,n8,D,1.15
29856,n8,U,1.15
30158,n7,D,1.15
30255,n7,U,1.15
30569,n6,D,1.15
30653,n6,U,1.15
30980,n5,D,1.15
31045,n5,U,1.15
31372,c1,D,1.15
31373,c2,D,1.15
31374,c3,D,1.15
31490,c1,U,1.15
31490,c2,U,1.15
31490,c3,U,1.15
31811,n4,D,1.15
31910,n4,U,1.15
32218,n5,D,1.15
32297,n5,U,1.15
32672,n6,D,1.15
32753,n6,U,1.15
33091,n7,D,1.15
33178,n7,U,1.15
33504,c1,D,1.15
33506,c2,D,1.15
33507,c3,D,1.15
33611,c1,U,1.15
33611,c2,U,1.15
33611,c3,U,1.15
34442,n0,D,1.15
34549,n0,U,1.15
34882,n1,D,1.15
34996,n1,U,1.15
35298,n2,D,1.15
35383,n2,U,1.15
35730,c1,D,1.15
35731,c2,D,1.15
35733,c3,D,1.15
35811,c1,U,1.15
35811,c2,U,1.15
35811,c3,U,1.15
36206,n0,D,1.15
36300,n0,U,1.15
36568,n1,D,1.15
36731,n1,U,1.15
37029,c1,D,1.15
37031,c2,D,1.15
37032,c3,D,1.15
37140,c1,U,1.15
37140,c2,U,1.15
37140,c3,U,1.15
37465,n2,D,1.15
37565,n2,U,1.15
37875,n3,D,1.15
37966,n3,U,1.15
38285,n4,D,1.15
38396,n4,U,1.15
38684,n1,D,1.15
38783,n1,U,1.15
39162,n5,D,1.15
39261,n5,U,1.15
39629,c1,D,1.15
39630,c2,D,1.15
39631,c3,D,1.15
39687,c1,U,1.15
39688,c2,U,1.15
39688,c3,U,1.15
40031,n0,D,1.15
40097,n0,U,1.15
40489,n8,D,1.15
40567,n8,U,1.15
40896,n7,D,1.15
40989,n7,U,1.15
41325,n6,D,1.15
41405,n6,U,1.15
41745,n0,D,1.15
41816,n0,U,1.15
42180,c1,D,1.15
42181,c2,D,1.15
42182,c3,D,1.15
42258,c1,U,1.15
42258,c2,U,1.15
42258,c3,U,1.15
42625,n1,D,1.15
42721,n1,U,1.15
43005,n3,D,1.15
43086,n3,U,1.15
43455,n8,D,1.15
43515,n8,U,1.15
43881,n7,D,1.15
43943,n7,U,1.15
44324,n6,D,1.15
44388,n6,U,1.15
44767,c1,D,1.15
44768,c2,D,1.15
44770,c3,D,1.15
44836,c1,U,1.15
44836,c2,U,1.15
44837,c3,U,1.15
45236,n0,D,1.15
45300,n0,U,1.15
45686,n8,D,1.15
45768,n8,U,1.15
46133,n7,D,1.15
46212,n7,U,1.15
46533,n6,D,1.15
46612,n6,U,1.15
46993,c1,D,1.15
46994,c2,D,1.15
46995,c3,D,1.15
47055,c1,U,1.15
47055,c2,U,1.15
47055,c3,U,1.15
47373,n0,D,1.15
47466,n0,U,1.15
47779,n1,D,1.15
47880,n1,U,1.15
48192,n2,D,1.15
48269,n2,U,1.15
48641,n3,D,1.15
48707,n3,U,1.15
49050,n0,D,1.15
49113,n0,U,1.15
49504,c1,D,1.15
49505,c2,D,1.15
49506,c3,D,1.15
49564,c1,U,1.15
49564,c2,U,1.15
49564,c3,U,1.15
49946,n1,D,1.15
50016,n1,U,1.15
50358,n8,D,1.15
50423,n8,U,1.15
50773,n0,D,1.15
50846,n0,U,1.15
51226,c1,D,1.15
51227,c2,D,1.15
51228,c3,D,1.15
51287,c1,U,1.15
51287,c2,U,1.15
51287,c3,U,1.15
51627,n1,D,1.15
51712,n1,U,1.15
52098,n3,D,1.15
52166,n3,U,1.15
52475,n2,D,1.15
52545,n2,U,1.15
52924,n4,D,1.15
52991,n4,U,1.15
53448,c1,D,1.15
53449,c2,D,1.15
53451,c3,D,1.15
53514,c1,U,1.15
53514,c2,U,1.15
53514,c3,U,1.15
